dsx,dsy,lsx,lsy,dxs,dys,manhattan,delay_ns,fanout,dtype,ltype
93,148,93,148,0,0,0,58,1,SLICE,SLICE
92,148,92,148,0,0,0,58,1,SLICE,SLICE
88,170,88,170,0,0,0,59,1,SLICE,SLICE
88,170,88,170,0,0,0,58,1,SLICE,SLICE
88,170,88,170,0,0,0,58,1,SLICE,SLICE
89,170,89,170,0,0,0,58,1,SLICE,SLICE
89,170,89,170,0,0,0,59,1,SLICE,SLICE
88,170,88,170,0,0,0,58,1,SLICE,SLICE
90,180,90,180,0,0,0,55,1,SLICE,SLICE
90,181,90,181,0,0,0,55,1,SLICE,SLICE
91,181,91,181,0,0,0,58,1,SLICE,SLICE
91,181,91,181,0,0,0,59,1,SLICE,SLICE
91,181,91,181,0,0,0,58,1,SLICE,SLICE
90,180,90,180,0,0,0,56,1,SLICE,SLICE
92,182,92,182,0,0,0,58,1,SLICE,SLICE
92,181,92,181,0,0,0,58,1,SLICE,SLICE
92,181,92,181,0,0,0,59,1,SLICE,SLICE
92,183,92,183,0,0,0,59,1,SLICE,SLICE
90,182,90,182,0,0,0,55,1,SLICE,SLICE
90,181,90,181,0,0,0,55,1,SLICE,SLICE
92,184,92,184,0,0,0,58,1,SLICE,SLICE
92,184,92,184,0,0,0,58,1,SLICE,SLICE
91,183,91,183,0,0,0,59,1,SLICE,SLICE
93,184,93,184,0,0,0,58,1,SLICE,SLICE
92,185,92,185,0,0,0,58,1,SLICE,SLICE
90,183,90,183,0,0,0,56,1,SLICE,SLICE
90,175,90,175,0,0,0,55,1,SLICE,SLICE
90,175,90,175,0,0,0,55,1,SLICE,SLICE
90,175,90,175,0,0,0,55,1,SLICE,SLICE
91,175,91,175,0,0,0,58,1,SLICE,SLICE
92,176,92,176,0,0,0,58,1,SLICE,SLICE
90,175,90,175,0,0,0,56,1,SLICE,SLICE
92,183,92,183,0,0,0,58,1,SLICE,SLICE
92,183,92,183,0,0,0,58,1,SLICE,SLICE
93,183,93,183,0,0,0,58,1,SLICE,SLICE
93,183,93,183,0,0,0,59,1,SLICE,SLICE
93,183,93,183,0,0,0,58,1,SLICE,SLICE
92,183,92,183,0,0,0,58,1,SLICE,SLICE
92,172,92,172,0,0,0,58,1,SLICE,SLICE
92,171,92,171,0,0,0,58,1,SLICE,SLICE
93,172,93,172,0,0,0,58,1,SLICE,SLICE
92,171,92,171,0,0,0,58,1,SLICE,SLICE
90,172,90,172,0,0,0,55,1,SLICE,SLICE
92,171,92,171,0,0,0,58,1,SLICE,SLICE
90,173,90,173,0,0,0,55,1,SLICE,SLICE
91,174,91,174,0,0,0,59,1,SLICE,SLICE
91,174,91,174,0,0,0,58,1,SLICE,SLICE
88,172,88,172,0,0,0,58,1,SLICE,SLICE
89,173,89,173,0,0,0,58,1,SLICE,SLICE
91,174,91,174,0,0,0,58,1,SLICE,SLICE
93,187,93,187,0,0,0,58,1,SLICE,SLICE
93,187,93,187,0,0,0,59,1,SLICE,SLICE
93,187,93,187,0,0,0,58,1,SLICE,SLICE
93,187,93,187,0,0,0,58,1,SLICE,SLICE
92,186,92,186,0,0,0,59,1,SLICE,SLICE
92,187,92,187,0,0,0,59,1,SLICE,SLICE
91,182,91,182,0,0,0,59,1,SLICE,SLICE
91,182,91,182,0,0,0,58,1,SLICE,SLICE
91,180,91,180,0,0,0,58,1,SLICE,SLICE
91,182,91,182,0,0,0,58,1,SLICE,SLICE
91,180,91,180,0,0,0,58,1,SLICE,SLICE
90,181,90,181,0,0,0,56,1,SLICE,SLICE
90,170,90,170,0,0,0,56,1,SLICE,SLICE
90,170,90,170,0,0,0,55,1,SLICE,SLICE
90,170,90,170,0,0,0,55,1,SLICE,SLICE
90,171,90,171,0,0,0,55,1,SLICE,SLICE
90,171,90,171,0,0,0,55,1,SLICE,SLICE
90,171,90,171,0,0,0,56,1,SLICE,SLICE
91,176,91,176,0,0,0,58,1,SLICE,SLICE
91,176,91,176,0,0,0,58,1,SLICE,SLICE
91,175,91,175,0,0,0,58,1,SLICE,SLICE
91,177,91,177,0,0,0,58,1,SLICE,SLICE
89,176,89,176,0,0,0,58,1,SLICE,SLICE
90,177,90,177,0,0,0,55,1,SLICE,SLICE
91,180,91,180,0,0,0,59,1,SLICE,SLICE
90,182,90,182,0,0,0,55,1,SLICE,SLICE
92,180,92,180,0,0,0,59,1,SLICE,SLICE
90,179,90,179,0,0,0,56,1,SLICE,SLICE
91,182,91,182,0,0,0,58,1,SLICE,SLICE
90,181,90,181,0,0,0,55,1,SLICE,SLICE
91,179,91,179,0,0,0,58,1,SLICE,SLICE
92,181,92,181,0,0,0,58,1,SLICE,SLICE
91,179,91,179,0,0,0,58,1,SLICE,SLICE
93,183,93,183,0,0,0,58,1,SLICE,SLICE
92,181,92,181,0,0,0,58,1,SLICE,SLICE
91,181,91,181,0,0,0,58,1,SLICE,SLICE
92,170,92,170,0,0,0,59,1,SLICE,SLICE
92,170,92,170,0,0,0,58,1,SLICE,SLICE
92,170,92,170,0,0,0,58,1,SLICE,SLICE
93,170,93,170,0,0,0,58,1,SLICE,SLICE
93,170,93,170,0,0,0,59,1,SLICE,SLICE
92,170,92,170,0,0,0,58,1,SLICE,SLICE
92,179,92,179,0,0,0,58,1,SLICE,SLICE
92,179,92,179,0,0,0,59,1,SLICE,SLICE
92,178,92,178,0,0,0,58,1,SLICE,SLICE
92,179,92,179,0,0,0,58,1,SLICE,SLICE
90,180,90,180,0,0,0,55,1,SLICE,SLICE
90,180,90,180,0,0,0,55,1,SLICE,SLICE
91,172,91,172,0,0,0,58,1,SLICE,SLICE
91,172,91,172,0,0,0,58,1,SLICE,SLICE
91,171,91,171,0,0,0,59,1,SLICE,SLICE
91,171,91,171,0,0,0,58,1,SLICE,SLICE
92,173,92,173,0,0,0,58,1,SLICE,SLICE
90,172,90,172,0,0,0,56,1,SLICE,SLICE
90,177,90,177,0,0,0,55,1,SLICE,SLICE
90,177,90,177,0,0,0,55,1,SLICE,SLICE
90,176,90,176,0,0,0,55,1,SLICE,SLICE
91,176,91,176,0,0,0,58,1,SLICE,SLICE
91,177,91,177,0,0,0,58,1,SLICE,SLICE
90,176,90,176,0,0,0,55,1,SLICE,SLICE
90,179,90,179,0,0,0,55,1,SLICE,SLICE
90,179,90,179,0,0,0,55,1,SLICE,SLICE
90,179,90,179,0,0,0,55,1,SLICE,SLICE
91,179,91,179,0,0,0,58,1,SLICE,SLICE
91,179,91,179,0,0,0,59,1,SLICE,SLICE
90,178,90,178,0,0,0,55,1,SLICE,SLICE
92,175,92,175,0,0,0,59,1,SLICE,SLICE
91,172,91,172,0,0,0,59,1,SLICE,SLICE
92,174,92,174,0,0,0,58,1,SLICE,SLICE
92,174,92,174,0,0,0,58,1,SLICE,SLICE
93,174,93,174,0,0,0,58,1,SLICE,SLICE
90,176,90,176,0,0,0,55,1,SLICE,SLICE
92,178,92,178,0,0,0,58,1,SLICE,SLICE
90,176,90,176,0,0,0,56,1,SLICE,SLICE
90,178,90,178,0,0,0,55,1,SLICE,SLICE
90,178,90,178,0,0,0,56,1,SLICE,SLICE
92,178,92,178,0,0,0,59,1,SLICE,SLICE
90,178,90,178,0,0,0,55,1,SLICE,SLICE
88,178,88,178,0,0,0,59,1,SLICE,SLICE
88,178,88,178,0,0,0,58,1,SLICE,SLICE
88,178,88,178,0,0,0,58,1,SLICE,SLICE
89,178,89,178,0,0,0,58,1,SLICE,SLICE
89,178,89,178,0,0,0,59,1,SLICE,SLICE
88,177,88,177,0,0,0,58,1,SLICE,SLICE
91,175,91,175,0,0,0,58,1,SLICE,SLICE
91,177,91,177,0,0,0,58,1,SLICE,SLICE
92,176,92,176,0,0,0,58,1,SLICE,SLICE
93,177,93,177,0,0,0,58,1,SLICE,SLICE
93,176,93,176,0,0,0,58,1,SLICE,SLICE
91,175,91,175,0,0,0,59,1,SLICE,SLICE
92,188,92,188,0,0,0,58,1,SLICE,SLICE
92,188,92,188,0,0,0,58,1,SLICE,SLICE
93,188,93,188,0,0,0,58,1,SLICE,SLICE
93,188,93,188,0,0,0,59,1,SLICE,SLICE
93,188,93,188,0,0,0,58,1,SLICE,SLICE
92,188,92,188,0,0,0,59,1,SLICE,SLICE
92,180,92,180,0,0,0,58,1,SLICE,SLICE
92,180,92,180,0,0,0,58,1,SLICE,SLICE
93,180,93,180,0,0,0,58,1,SLICE,SLICE
92,179,92,179,0,0,0,58,1,SLICE,SLICE
93,180,93,180,0,0,0,59,1,SLICE,SLICE
92,180,92,180,0,0,0,58,1,SLICE,SLICE
90,173,90,173,0,0,0,55,1,SLICE,SLICE
91,173,91,173,0,0,0,58,1,SLICE,SLICE
90,172,90,172,0,0,0,55,1,SLICE,SLICE
91,173,91,173,0,0,0,59,1,SLICE,SLICE
91,173,91,173,0,0,0,58,1,SLICE,SLICE
90,173,90,173,0,0,0,56,1,SLICE,SLICE
90,174,90,174,0,0,0,55,1,SLICE,SLICE
90,174,90,174,0,0,0,55,1,SLICE,SLICE
90,174,90,174,0,0,0,55,1,SLICE,SLICE
88,173,88,173,0,0,0,58,1,SLICE,SLICE
88,173,88,173,0,0,0,59,1,SLICE,SLICE
90,174,90,174,0,0,0,56,1,SLICE,SLICE
92,185,92,185,0,0,0,59,1,SLICE,SLICE
92,187,92,187,0,0,0,58,1,SLICE,SLICE
92,184,92,184,0,0,0,59,1,SLICE,SLICE
91,185,91,185,0,0,0,58,1,SLICE,SLICE
90,184,90,184,0,0,0,55,1,SLICE,SLICE
92,187,92,187,0,0,0,58,1,SLICE,SLICE
88,171,88,171,0,0,0,58,1,SLICE,SLICE
88,171,88,171,0,0,0,58,1,SLICE,SLICE
89,172,89,172,0,0,0,58,1,SLICE,SLICE
89,171,89,171,0,0,0,58,1,SLICE,SLICE
89,171,89,171,0,0,0,59,1,SLICE,SLICE
88,172,88,172,0,0,0,59,1,SLICE,SLICE
92,177,92,177,0,0,0,58,1,SLICE,SLICE
92,178,92,178,0,0,0,58,1,SLICE,SLICE
93,178,93,178,0,0,0,58,1,SLICE,SLICE
93,178,93,178,0,0,0,59,1,SLICE,SLICE
93,178,93,178,0,0,0,58,1,SLICE,SLICE
92,177,92,177,0,0,0,59,1,SLICE,SLICE
88,172,88,172,0,0,0,58,1,SLICE,SLICE
88,171,88,171,0,0,0,58,1,SLICE,SLICE
89,172,89,172,0,0,0,58,1,SLICE,SLICE
88,171,88,171,0,0,0,59,1,SLICE,SLICE
89,172,89,172,0,0,0,59,1,SLICE,SLICE
88,172,88,172,0,0,0,58,1,SLICE,SLICE
92,177,92,177,0,0,0,58,1,SLICE,SLICE
92,176,92,176,0,0,0,59,1,SLICE,SLICE
92,176,92,176,0,0,0,58,1,SLICE,SLICE
91,176,91,176,0,0,0,59,1,SLICE,SLICE
92,175,92,175,0,0,0,58,1,SLICE,SLICE
92,177,92,177,0,0,0,58,1,SLICE,SLICE
90,171,90,171,0,0,0,55,1,SLICE,SLICE
91,171,91,171,0,0,0,58,1,SLICE,SLICE
93,172,93,172,0,0,0,59,1,SLICE,SLICE
93,172,93,172,0,0,0,58,1,SLICE,SLICE
91,172,91,172,0,0,0,58,1,SLICE,SLICE
90,172,90,172,0,0,0,55,1,SLICE,SLICE
88,174,88,174,0,0,0,58,1,SLICE,SLICE
88,175,88,175,0,0,0,58,1,SLICE,SLICE
88,174,88,174,0,0,0,58,1,SLICE,SLICE
89,174,89,174,0,0,0,58,1,SLICE,SLICE
89,175,89,175,0,0,0,58,1,SLICE,SLICE
88,174,88,174,0,0,0,58,1,SLICE,SLICE
91,177,91,177,0,0,0,59,1,SLICE,SLICE
91,178,91,178,0,0,0,58,1,SLICE,SLICE
91,178,91,178,0,0,0,59,1,SLICE,SLICE
91,178,91,178,0,0,0,58,1,SLICE,SLICE
91,178,91,178,0,0,0,58,1,SLICE,SLICE
90,177,90,177,0,0,0,56,1,SLICE,SLICE
92,166,92,166,0,0,0,59,1,SLICE,SLICE
93,165,93,165,0,0,0,58,1,SLICE,SLICE
92,166,92,166,0,0,0,58,1,SLICE,SLICE
92,166,92,166,0,0,0,58,1,SLICE,SLICE
93,165,93,165,0,0,0,59,1,SLICE,SLICE
92,165,92,165,0,0,0,58,1,SLICE,SLICE
92,171,92,171,0,0,0,59,1,SLICE,SLICE
92,173,92,173,0,0,0,58,1,SLICE,SLICE
92,172,92,172,0,0,0,59,1,SLICE,SLICE
92,173,92,173,0,0,0,59,1,SLICE,SLICE
92,174,92,174,0,0,0,58,1,SLICE,SLICE
92,172,92,172,0,0,0,58,1,SLICE,SLICE
82,134,82,134,0,0,0,55,1,SLICE,SLICE
82,134,82,134,0,0,0,55,1,SLICE,SLICE
82,134,82,134,0,0,0,55,1,SLICE,SLICE
83,134,83,134,0,0,0,58,1,SLICE,SLICE
83,134,83,134,0,0,0,59,1,SLICE,SLICE
82,134,82,134,0,0,0,56,1,SLICE,SLICE
80,143,80,143,0,0,0,59,1,SLICE,SLICE
80,144,80,144,0,0,0,59,1,SLICE,SLICE
80,143,80,143,0,0,0,58,1,SLICE,SLICE
80,143,80,143,0,0,0,58,1,SLICE,SLICE
81,143,81,143,0,0,0,58,1,SLICE,SLICE
80,143,80,143,0,0,0,58,1,SLICE,SLICE
80,168,80,168,0,0,0,58,1,SLICE,SLICE
80,167,80,167,0,0,0,58,1,SLICE,SLICE
80,168,80,168,0,0,0,59,1,SLICE,SLICE
80,167,80,167,0,0,0,59,1,SLICE,SLICE
80,168,80,168,0,0,0,58,1,SLICE,SLICE
80,166,80,166,0,0,0,58,1,SLICE,SLICE
82,141,82,141,0,0,0,55,1,SLICE,SLICE
83,141,83,141,0,0,0,58,1,SLICE,SLICE
85,137,85,137,0,0,0,58,1,SLICE,SLICE
83,141,83,141,0,0,0,59,1,SLICE,SLICE
83,135,83,135,0,0,0,58,1,SLICE,SLICE
82,141,82,141,0,0,0,55,1,SLICE,SLICE
77,134,77,134,0,0,0,58,1,SLICE,SLICE
79,135,79,135,0,0,0,59,1,SLICE,SLICE
78,133,78,133,0,0,0,56,1,SLICE,SLICE
79,135,79,135,0,0,0,58,1,SLICE,SLICE
79,135,79,135,0,0,0,58,1,SLICE,SLICE
78,135,78,135,0,0,0,55,1,SLICE,SLICE
80,170,80,170,0,0,0,58,1,SLICE,SLICE
80,168,80,168,0,0,0,58,1,SLICE,SLICE
80,170,80,170,0,0,0,58,1,SLICE,SLICE
80,167,80,167,0,0,0,58,1,SLICE,SLICE
80,169,80,169,0,0,0,58,1,SLICE,SLICE
80,169,80,169,0,0,0,58,1,SLICE,SLICE
83,137,83,137,0,0,0,59,1,SLICE,SLICE
79,138,79,138,0,0,0,59,1,SLICE,SLICE
80,135,80,135,0,0,0,59,1,SLICE,SLICE
80,134,80,134,0,0,0,59,1,SLICE,SLICE
80,134,80,134,0,0,0,58,1,SLICE,SLICE
78,137,78,137,0,0,0,55,1,SLICE,SLICE
82,137,82,137,0,0,0,55,1,SLICE,SLICE
82,137,82,137,0,0,0,55,1,SLICE,SLICE
82,137,82,137,0,0,0,55,1,SLICE,SLICE
83,137,83,137,0,0,0,58,1,SLICE,SLICE
82,138,82,138,0,0,0,55,1,SLICE,SLICE
82,137,82,137,0,0,0,56,1,SLICE,SLICE
79,139,79,139,0,0,0,58,1,SLICE,SLICE
80,141,80,141,0,0,0,59,1,SLICE,SLICE
79,143,79,143,0,0,0,59,1,SLICE,SLICE
80,142,80,142,0,0,0,58,1,SLICE,SLICE
80,140,80,140,0,0,0,58,1,SLICE,SLICE
80,138,80,138,0,0,0,58,1,SLICE,SLICE
80,140,80,140,0,0,0,59,1,SLICE,SLICE
81,139,81,139,0,0,0,59,1,SLICE,SLICE
80,140,80,140,0,0,0,58,1,SLICE,SLICE
81,139,81,139,0,0,0,58,1,SLICE,SLICE
80,141,80,141,0,0,0,58,1,SLICE,SLICE
80,141,80,141,0,0,0,58,1,SLICE,SLICE
79,138,79,138,0,0,0,58,1,SLICE,SLICE
79,140,79,140,0,0,0,58,1,SLICE,SLICE
79,141,79,141,0,0,0,58,1,SLICE,SLICE
79,139,79,139,0,0,0,58,1,SLICE,SLICE
79,145,79,145,0,0,0,58,1,SLICE,SLICE
78,142,78,142,0,0,0,56,1,SLICE,SLICE
82,147,82,147,0,0,0,55,1,SLICE,SLICE
82,147,82,147,0,0,0,55,1,SLICE,SLICE
83,147,83,147,0,0,0,58,1,SLICE,SLICE
83,147,83,147,0,0,0,59,1,SLICE,SLICE
83,148,83,148,0,0,0,59,1,SLICE,SLICE
82,147,82,147,0,0,0,56,1,SLICE,SLICE
81,160,81,160,0,0,0,58,1,SLICE,SLICE
80,149,80,149,0,0,0,59,1,SLICE,SLICE
80,153,80,153,0,0,0,58,1,SLICE,SLICE
80,159,80,159,0,0,0,58,1,SLICE,SLICE
80,157,80,157,0,0,0,58,1,SLICE,SLICE
80,160,80,160,0,0,0,58,1,SLICE,SLICE
80,135,80,135,0,0,0,58,1,SLICE,SLICE
80,136,80,136,0,0,0,58,1,SLICE,SLICE
80,136,80,136,0,0,0,59,1,SLICE,SLICE
80,136,80,136,0,0,0,58,1,SLICE,SLICE
82,139,82,139,0,0,0,55,1,SLICE,SLICE
82,139,82,139,0,0,0,55,1,SLICE,SLICE
82,167,82,167,0,0,0,55,1,SLICE,SLICE
83,167,83,167,0,0,0,58,1,SLICE,SLICE
83,168,83,168,0,0,0,59,1,SLICE,SLICE
82,166,82,166,0,0,0,55,1,SLICE,SLICE
83,167,83,167,0,0,0,59,1,SLICE,SLICE
82,167,82,167,0,0,0,56,1,SLICE,SLICE
82,146,82,146,0,0,0,55,1,SLICE,SLICE
82,148,82,148,0,0,0,55,1,SLICE,SLICE
82,148,82,148,0,0,0,55,1,SLICE,SLICE
83,148,83,148,0,0,0,58,1,SLICE,SLICE
83,149,83,149,0,0,0,58,1,SLICE,SLICE
82,148,82,148,0,0,0,56,1,SLICE,SLICE
78,137,78,137,0,0,0,55,1,SLICE,SLICE
79,138,79,138,0,0,0,58,1,SLICE,SLICE
79,137,79,137,0,0,0,58,1,SLICE,SLICE
79,137,79,137,0,0,0,59,1,SLICE,SLICE
80,136,80,136,0,0,0,58,1,SLICE,SLICE
78,139,78,139,0,0,0,56,1,SLICE,SLICE
82,151,82,151,0,0,0,55,1,SLICE,SLICE
82,151,82,151,0,0,0,55,1,SLICE,SLICE
83,150,83,150,0,0,0,58,1,SLICE,SLICE
83,151,83,151,0,0,0,58,1,SLICE,SLICE
83,151,83,151,0,0,0,59,1,SLICE,SLICE
82,150,82,150,0,0,0,56,1,SLICE,SLICE
80,165,80,165,0,0,0,59,1,SLICE,SLICE
82,162,82,162,0,0,0,55,1,SLICE,SLICE
80,161,80,161,0,0,0,58,1,SLICE,SLICE
80,163,80,163,0,0,0,58,1,SLICE,SLICE
83,162,83,162,0,0,0,58,1,SLICE,SLICE
80,162,80,162,0,0,0,58,1,SLICE,SLICE
80,134,80,134,0,0,0,58,1,SLICE,SLICE
81,134,81,134,0,0,0,58,1,SLICE,SLICE
80,133,80,133,0,0,0,58,1,SLICE,SLICE
80,135,80,135,0,0,0,58,1,SLICE,SLICE
83,135,83,135,0,0,0,58,1,SLICE,SLICE
80,134,80,134,0,0,0,58,1,SLICE,SLICE
78,135,78,135,0,0,0,55,1,SLICE,SLICE
79,136,79,136,0,0,0,59,1,SLICE,SLICE
79,135,79,135,0,0,0,58,1,SLICE,SLICE
79,136,79,136,0,0,0,58,1,SLICE,SLICE
79,136,79,136,0,0,0,58,1,SLICE,SLICE
78,135,78,135,0,0,0,55,1,SLICE,SLICE
85,135,85,135,0,0,0,58,1,SLICE,SLICE
85,135,85,135,0,0,0,59,1,SLICE,SLICE
85,135,85,135,0,0,0,58,1,SLICE,SLICE
85,135,85,135,0,0,0,58,1,SLICE,SLICE
83,135,83,135,0,0,0,59,1,SLICE,SLICE
84,135,84,135,0,0,0,58,1,SLICE,SLICE
78,136,78,136,0,0,0,56,1,SLICE,SLICE
78,138,78,138,0,0,0,55,1,SLICE,SLICE
78,136,78,136,0,0,0,55,1,SLICE,SLICE
78,137,78,137,0,0,0,56,1,SLICE,SLICE
78,136,78,136,0,0,0,55,1,SLICE,SLICE
78,136,78,136,0,0,0,55,1,SLICE,SLICE
85,136,85,136,0,0,0,59,1,SLICE,SLICE
85,136,85,136,0,0,0,58,1,SLICE,SLICE
85,136,85,136,0,0,0,58,1,SLICE,SLICE
84,135,84,135,0,0,0,58,1,SLICE,SLICE
85,137,85,137,0,0,0,59,1,SLICE,SLICE
84,136,84,136,0,0,0,58,1,SLICE,SLICE
82,141,82,141,0,0,0,56,1,SLICE,SLICE
82,142,82,142,0,0,0,55,1,SLICE,SLICE
82,142,82,142,0,0,0,56,1,SLICE,SLICE
82,142,82,142,0,0,0,55,1,SLICE,SLICE
83,142,83,142,0,0,0,58,1,SLICE,SLICE
82,142,82,142,0,0,0,55,1,SLICE,SLICE
80,142,80,142,0,0,0,59,1,SLICE,SLICE
83,144,83,144,0,0,0,58,1,SLICE,SLICE
83,144,83,144,0,0,0,59,1,SLICE,SLICE
83,145,83,145,0,0,0,58,1,SLICE,SLICE
83,145,83,145,0,0,0,59,1,SLICE,SLICE
82,144,82,144,0,0,0,56,1,SLICE,SLICE
82,140,82,140,0,0,0,55,1,SLICE,SLICE
82,141,82,141,0,0,0,55,1,SLICE,SLICE
83,140,83,140,0,0,0,58,1,SLICE,SLICE
83,140,83,140,0,0,0,59,1,SLICE,SLICE
83,140,83,140,0,0,0,58,1,SLICE,SLICE
82,140,82,140,0,0,0,56,1,SLICE,SLICE
82,143,82,143,0,0,0,55,1,SLICE,SLICE
83,143,83,143,0,0,0,58,1,SLICE,SLICE
83,142,83,142,0,0,0,59,1,SLICE,SLICE
83,142,83,142,0,0,0,58,1,SLICE,SLICE
82,144,82,144,0,0,0,55,1,SLICE,SLICE
82,143,82,143,0,0,0,56,1,SLICE,SLICE
80,139,80,139,0,0,0,59,1,SLICE,SLICE
80,138,80,138,0,0,0,59,1,SLICE,SLICE
80,139,80,139,0,0,0,58,1,SLICE,SLICE
80,139,80,139,0,0,0,58,1,SLICE,SLICE
81,139,81,139,0,0,0,58,1,SLICE,SLICE
80,139,80,139,0,0,0,58,1,SLICE,SLICE
82,139,82,139,0,0,0,55,1,SLICE,SLICE
83,139,83,139,0,0,0,58,1,SLICE,SLICE
82,140,82,140,0,0,0,55,1,SLICE,SLICE
83,139,83,139,0,0,0,59,1,SLICE,SLICE
82,140,82,140,0,0,0,55,1,SLICE,SLICE
82,139,82,139,0,0,0,56,1,SLICE,SLICE
82,138,82,138,0,0,0,55,1,SLICE,SLICE
82,138,82,138,0,0,0,55,1,SLICE,SLICE
83,138,83,138,0,0,0,58,1,SLICE,SLICE
83,138,83,138,0,0,0,59,1,SLICE,SLICE
83,138,83,138,0,0,0,58,1,SLICE,SLICE
82,138,82,138,0,0,0,56,1,SLICE,SLICE
82,136,82,136,0,0,0,55,1,SLICE,SLICE
82,136,82,136,0,0,0,55,1,SLICE,SLICE
83,136,83,136,0,0,0,58,1,SLICE,SLICE
83,136,83,136,0,0,0,59,1,SLICE,SLICE
83,136,83,136,0,0,0,58,1,SLICE,SLICE
82,136,82,136,0,0,0,55,1,SLICE,SLICE
82,146,82,146,0,0,0,55,1,SLICE,SLICE
82,146,82,146,0,0,0,55,1,SLICE,SLICE
83,146,83,146,0,0,0,58,1,SLICE,SLICE
82,145,82,145,0,0,0,55,1,SLICE,SLICE
83,146,83,146,0,0,0,59,1,SLICE,SLICE
82,145,82,145,0,0,0,56,1,SLICE,SLICE
82,153,82,153,0,0,0,55,1,SLICE,SLICE
82,153,82,153,0,0,0,55,1,SLICE,SLICE
83,152,83,152,0,0,0,58,1,SLICE,SLICE
83,153,83,153,0,0,0,58,1,SLICE,SLICE
83,153,83,153,0,0,0,59,1,SLICE,SLICE
82,153,82,153,0,0,0,56,1,SLICE,SLICE
84,134,84,134,0,0,0,59,1,SLICE,SLICE
84,134,84,134,0,0,0,58,1,SLICE,SLICE
84,134,84,134,0,0,0,58,1,SLICE,SLICE
85,134,85,134,0,0,0,58,1,SLICE,SLICE
85,134,85,134,0,0,0,59,1,SLICE,SLICE
84,134,84,134,0,0,0,58,1,SLICE,SLICE
82,163,82,163,0,0,0,55,1,SLICE,SLICE
82,163,82,163,0,0,0,55,1,SLICE,SLICE
82,163,82,163,0,0,0,55,1,SLICE,SLICE
83,163,83,163,0,0,0,58,1,SLICE,SLICE
83,163,83,163,0,0,0,59,1,SLICE,SLICE
82,163,82,163,0,0,0,56,1,SLICE,SLICE
82,152,82,152,0,0,0,56,1,SLICE,SLICE
82,152,82,152,0,0,0,55,1,SLICE,SLICE
82,152,82,152,0,0,0,55,1,SLICE,SLICE
82,155,82,155,0,0,0,55,1,SLICE,SLICE
82,154,82,154,0,0,0,56,1,SLICE,SLICE
82,155,82,155,0,0,0,56,1,SLICE,SLICE
82,135,82,135,0,0,0,55,1,SLICE,SLICE
82,135,82,135,0,0,0,55,1,SLICE,SLICE
82,135,82,135,0,0,0,55,1,SLICE,SLICE
83,135,83,135,0,0,0,58,1,SLICE,SLICE
82,136,82,136,0,0,0,56,1,SLICE,SLICE
82,135,82,135,0,0,0,56,1,SLICE,SLICE
77,135,77,135,0,0,0,58,1,SLICE,SLICE
81,134,81,134,0,0,0,59,1,SLICE,SLICE
80,135,80,135,0,0,0,58,1,SLICE,SLICE
77,135,77,135,0,0,0,59,1,SLICE,SLICE
80,138,80,138,0,0,0,58,1,SLICE,SLICE
79,136,79,136,0,0,0,58,1,SLICE,SLICE
79,137,79,137,0,0,0,58,1,SLICE,SLICE
79,137,79,137,0,0,0,58,1,SLICE,SLICE
77,138,77,138,0,0,0,59,1,SLICE,SLICE
76,136,76,136,0,0,0,59,1,SLICE,SLICE
77,136,77,136,0,0,0,58,1,SLICE,SLICE
78,137,78,137,0,0,0,55,1,SLICE,SLICE
72,177,72,177,0,0,0,58,1,SLICE,SLICE
72,178,72,178,0,0,0,58,1,SLICE,SLICE
73,178,73,178,0,0,0,58,1,SLICE,SLICE
73,178,73,178,0,0,0,59,1,SLICE,SLICE
72,177,72,177,0,0,0,58,1,SLICE,SLICE
72,178,72,178,0,0,0,58,1,SLICE,SLICE
68,201,68,201,0,0,0,58,1,SLICE,SLICE
70,178,70,178,0,0,0,55,1,SLICE,SLICE
70,178,70,178,0,0,0,55,1,SLICE,SLICE
69,201,69,201,0,0,0,58,1,SLICE,SLICE
71,177,71,177,0,0,0,58,1,SLICE,SLICE
70,178,70,178,0,0,0,56,1,SLICE,SLICE
74,172,74,172,0,0,0,55,1,SLICE,SLICE
75,172,75,172,0,0,0,58,1,SLICE,SLICE
75,171,75,171,0,0,0,59,1,SLICE,SLICE
75,172,75,172,0,0,0,59,1,SLICE,SLICE
75,172,75,172,0,0,0,58,1,SLICE,SLICE
74,172,74,172,0,0,0,56,1,SLICE,SLICE
70,170,70,170,0,0,0,55,1,SLICE,SLICE
69,164,69,164,0,0,0,58,1,SLICE,SLICE
68,162,68,162,0,0,0,59,1,SLICE,SLICE
70,170,70,170,0,0,0,55,1,SLICE,SLICE
70,170,70,170,0,0,0,55,1,SLICE,SLICE
68,164,68,164,0,0,0,58,1,SLICE,SLICE
74,173,74,173,0,0,0,55,1,SLICE,SLICE
74,172,74,172,0,0,0,55,1,SLICE,SLICE
74,173,74,173,0,0,0,55,1,SLICE,SLICE
74,173,74,173,0,0,0,55,1,SLICE,SLICE
74,172,74,172,0,0,0,55,1,SLICE,SLICE
74,173,74,173,0,0,0,56,1,SLICE,SLICE
71,179,71,179,0,0,0,58,1,SLICE,SLICE
70,178,70,178,0,0,0,55,1,SLICE,SLICE
71,178,71,178,0,0,0,58,1,SLICE,SLICE
71,178,71,178,0,0,0,59,1,SLICE,SLICE
